English,POS,Thai
praise,"Noun, Verb (transitive)",ชื่นชม
pray,"Verb (usu participle), Verb (transitive)",อธิษฐาน
prayer,Noun,คำอธิษฐาน
precise,Adjective,แม่นยำ
precisely,Adverb,แม่นยำ
predict,"Verb (transitive), Verb (usu participle)",ทำนาย
prefer,"Verb (usu participle), Verb (transitive)",ชอบมากกว่า
preference,Noun,ความพึงใจ
pregnant,Adjective,ตั้งครรภ์
premises,"Plural, Noun",สถานที่
preparation,Noun,การตระเตรียม
prepare,"Verb (usu participle), Verb (transitive)",เตรียมตัว
prepared,Adjective,เตรียมไว้
presence,Noun,การมีอยู่
present,"Adjective, Noun",ปัจจุบัน
presentation,Noun,การนำเสนอ
preserve,"Verb (usu participle), Verb (intransitive)",อนุรักษ์
president,Noun,ประธาน
press,"Verb (usu participle), Verb (transitive)",กด
pressure,"Noun, Verb (transitive)",ความดัน
presumably,Adverb,คงจะ
pretend,"Verb (usu participle), Verb (transitive)",แกล้งทำ
pretty,"Adjective, Noun",สวย
prevent,"Verb (transitive), Verb (intransitive)",ป้องกัน
previous,Adjective,ก่อนหน้า
previously,Adverb,ก่อนหน้านี้
price,"Noun, Verb (transitive)",ราคา
pride,"Noun, Verb (transitive)",ความภาคภูมิใจ
priest,"Noun, Verb (transitive)",นักบวช
primarily,Adverb,เป็นหลัก
primary,"Adjective, Noun",หลัก
prime minister,"Adjective, Noun",นายกรัฐมนตรี
prince,Noun,เจ้าชาย
princess,Noun,เจ้าหญิง
principle,Noun,หลักการ
print,"Verb (usu participle), Verb (transitive)",พิมพ์
printer,Noun,เครื่องพิมพ์
printing,Noun,การพิมพ์
print off,"Verb (usu participle), Verb (transitive)",พิมพ์ออก
prior,"Adjective, Noun",ก่อน
priority,Noun,ลำดับความสำคัญ
prison,Noun,คุก
prisoner,Noun,นักโทษ
private,"Adjective, Noun",ส่วนตัว
privately,Adverb,โดยส่วนตัว
prize,"Noun, Verb (transitive)",รางวัล
probable,"Adjective, Noun",น่าจะเป็น
probably,Adverb,อาจจะ
problem,Noun,ปัญหา
procedure,Noun,ขั้นตอน
proceed,"Verb (intransitive), Verb (usu participle)",ดำเนินการ
process 1,"Noun, Verb (transitive)",กระบวนการที่ 1
produce,"Verb (usu participle), Verb (transitive)",ผลิต
producer,Noun,ผู้ผลิต
product,Noun,ผลิตภัณฑ์
production,Noun,การผลิต
profession,Noun,วิชาชีพ
professional,"Adjective, Noun",มืออาชีพ
professor,Noun,ศาสตราจารย์
profit,"Noun, Verb (usu participle)",กำไร
program,"Noun, Verb (usu participle)",โปรแกรม
programme,"Noun, Verb (usu participle)",โปรแกรม
progress,"Noun, Verb (usu participle)",ความคืบหน้า
project,"Noun, Verb (usu participle)",โครงการ
promise,"Verb (usu participle), Verb (transitive)",สัญญา
promote,"Verb (transitive), Verb (usu participle)",ส่งเสริม
promotion,Noun,การส่งเสริม
prompt,"Adjective, Adverb",พร้อมท์
promptly,Adverb,ทันที
pronounce,"Verb (usu participle), Verb (transitive)",ออกเสียง
pronunciation,Noun,การออกเสียง
proof,"Noun, Adjective",การพิสูจน์
proper,"Adjective, Adverb",เหมาะสม
properly,Adverb,อย่างถูกต้อง
property,Noun,คุณสมบัติ
proportion,"Noun, Verb (transitive)",สัดส่วน
proposal,Noun,ข้อเสนอ
propose,"Verb (usu participle), Verb (transitive)",เสนอ
prospect,"Noun, Verb (usu participle)",โอกาส
protect,"Verb (transitive), Verb (usu participle)",ปกป้อง
protection,Noun,การป้องกัน
protest,"Noun, Verb (usu participle)",ประท้วง
proud,"Adjective, Adverb",ภูมิใจ
proudly,Adverb,อย่างภาคภูมิใจ
prove,"Verb (usu participle), Verb (intransitive)",พิสูจน์
provide,"Verb (usu participle), Verb (intransitive)",จัดเตรียม
provided,Conjunction,ที่ให้ไว้
providing,"Conjunction, Noun",การให้
pub,"Noun, Verb (usu participle)",ผับ
public,"Adjective, Noun",สาธารณะ
publication,Noun,สิ่งพิมพ์
publicity,Noun,การประชาสัมพันธ์
publicly,Adverb,ต่อสาธารณะ
publish,"Verb (usu participle), Verb (intransitive)",เผยแพร่
publishing,Noun,การเผยแพร่
pull,"Verb (usu participle), Verb (intransitive)",ดึง
pull apart,"Verb (usu participle), Verb (intransitive)",ดึงออกจากกัน
pull down,"Verb (usu participle), Verb (intransitive)",ดึงลง
pull in,"Verb (usu participle), Verb (intransitive)",ดึงเข้า
pull off,"Verb (usu participle), Verb (intransitive)",ดึงออก
pull out,"Verb (usu participle), Verb (intransitive)",ดึงออก
pull over,"Verb (usu participle), Verb (intransitive)",ดึงไป
pull through,"Verb (usu participle), Verb (intransitive)",ดึงผ่าน
pull together,"Verb (usu participle), Verb (intransitive)",ดึงเข้าด้วยกัน
pull up,"Verb (usu participle), Verb (intransitive)",ดึงขึ้น
punch,"Verb (usu participle), Verb (transitive)",ต่อย
punish,"Verb (usu participle), Verb (transitive)",ลงโทษ
punishment,Noun,การลงโทษ
pupil,Noun,นักเรียน
purchase,"Verb (transitive), Noun",ซื้อ
pure,Adjective,บริสุทธิ์
purely,Adverb,หมดจด
purple,"Noun, Adjective",สีม่วง
purpose,"Noun, Verb (transitive)",วัตถุประสงค์
pursue,Verb (usu participle),ไล่ตาม
push,"Verb (usu participle), Verb (transitive)",ดัน
push about,"Verb (usu participle), Verb (transitive)",ผลักดันเกี่ยวกับ
push forward,"Verb (usu participle), Verb (transitive)",ผลักดันไปข้างหน้า
put,"Verb (usu participle), Noun",ใส่
put away,"Verb (usu participle), Noun",วางไว้
put back,"Verb (usu participle), Noun",ใส่กลับ
put down,"Verb (usu participle), Noun",วางลง
put forward,"Verb (usu participle), Noun",หยิบยก
put in,"Verb (usu participle), Noun",ใส่ใน
put off,"Verb (usu participle), Noun",เลื่อนออกไป
put on,"Verb (usu participle), Noun",ใส่
put out,"Verb (usu participle), Noun",วางไว้
put through,"Verb (usu participle), Noun",ใส่ผ่าน
put together,"Verb (usu participle), Noun",ใส่กัน
put up,"Verb (usu participle), Noun",วางขึ้น
put up with,"Verb (usu participle), Noun",ทนกับ
qualification,Noun,คุณสมบัติ
qualified,Adjective,ผ่านการรับรอง
qualify,"Verb (usu participle), Verb (transitive)",มีคุณสมบัติ
quality,"Noun, Adjective",คุณภาพ
quantity,Noun,ปริมาณ
quarter,"Noun, Verb (transitive)",หนึ่งในสี่
queen,"Noun, Verb (usu participle)",ราชินี
question,"Noun, Verb (usu participle)",คำถาม
quick,"Adjective, Noun",เร็ว
quickly,Adverb,อย่างรวดเร็ว
quiet,"Adjective, Noun",เงียบ
quietly,Adverb,อย่างเงียบ ๆ
quit,"Verb (usu participle), Verb (transitive)",ล้มเลิก
quite,Adverb,ค่อนข้าง
quote,"Verb (usu participle), Verb (transitive)",อ้าง
race,"Noun, Verb (usu participle)",แข่ง
racing,"Adjective, Noun",การแข่งรถ
radio,"Noun, Verb (usu participle)",วิทยุ
rail,"Noun, Verb (transitive)",ทางรถไฟ
railroad,"Noun, Verb (transitive)",ทางรถไฟ
railway,Noun,ทางรถไฟ
rain,"Noun, Verb (intransitive)",ฝน
raise,"Verb (usu participle), Noun",ยก
range,"Noun, Verb (intransitive)",พิสัย
rank,"Noun, Verb (transitive)",อันดับ
rapid,"Adjective, Noun",รวดเร็ว
rapidly,Adverb,อย่างรวดเร็ว
rare,Adjective,หายาก
rarely,Adverb,นานๆ ครั้ง
rate,"Noun, Verb (usu participle)",ประเมิน
rather,Adverb,ค่อนข้าง
raw,"Adjective, Noun",ดิบ
re-,"Noun, Preposition",อีกครั้ง-
reach,"Verb (transitive), Noun",เข้าถึง
react,"Verb (intransitive), Verb (usu participle)",ตอบสนอง
reaction,Noun,ปฏิกิริยา
read,"Verb (usu participle), Verb (transitive)",อ่าน
reader,Noun,ผู้อ่าน
reading,Noun,การอ่าน
read out,"Verb (usu participle), Verb (transitive)",อ่านออก
read over,"Verb (usu participle), Verb (transitive)",อ่านจบ
ready,"Adjective, Noun",พร้อม
real,"Adjective, Noun",จริง
realistic,Adjective,เหมือนจริง
reality,Noun,ความเป็นจริง
realize,"Verb (usu participle), Verb (transitive)",ตระหนัก
really,"Adverb, Interjection",จริงหรือ
rear,"Noun, Verb (transitive)",หลัง
reason,"Noun, Verb (usu participle)",เหตุผล
reasonable,Adjective,มีเหตุผล
reasonably,Adverb,สมเหตุสมผล
recall,"Verb (transitive), Noun",จำ
receipt,"Noun, Verb (transitive)",ใบเสร็จ
receive,"Verb (usu participle), Verb (intransitive)",รับ
recent,Adjective,ล่าสุด
recently,Adverb,ล่าสุด
reception,Noun,แผนกต้อนรับ
reckon,"Verb (usu participle), Verb (transitive)",นับ
reckon on,"Verb (usu participle), Verb (transitive)",คำนึงถึง
recognition,Noun,การยอมรับ
recognize,"Verb (transitive), Verb (intransitive)",จำได้
recommend,"Verb (transitive), Verb (usu participle)",แนะนำ
record,"Noun, Verb (usu participle)",บันทึก
recording,Noun,การบันทึก
recover,"Verb (transitive), Verb (intransitive)",ฟื้นตัว
red,"Noun, Adjective",สีแดง
reduce,Verb (usu participle),ลด
reduction,Noun,การลดน้อยลง
refer,"Verb (usu participle), Verb (transitive)",อ้างอิง
reference,"Noun, Verb (transitive)",อ้างอิง
refer to,"Verb (usu participle), Verb (transitive)",อ้างถึง
reflect,"Verb (usu participle), Verb (transitive)",สะท้อน
reform,"Verb (transitive), Noun",ปฏิรูป
refrigerator,Noun,ตู้เย็น
refusal,Noun,การปฏิเสธ
refuse 1,"Verb (transitive), Noun",ปฏิเสธ 1
regard,"Verb (usu participle), Verb (transitive)",คำนึงถึง
regarding,"Preposition, Adjective",เกี่ยวกับ
region,Noun,ภูมิภาค
regional,Adjective,ในระดับภูมิภาค
register,"Noun, Verb (transitive)",ลงทะเบียน
regret,"Verb (usu participle), Noun",เสียใจ
regular,"Adjective, Noun",ปกติ
regularly,Adverb,เป็นประจำ
regulation,"Noun, Adjective",ระเบียบข้อบังคับ
reject,"Verb (usu participle), Verb (transitive)",ปฏิเสธ
relate,"Verb (transitive), Verb (intransitive)",เกี่ยวข้อง
related,Adjective,ที่เกี่ยวข้อง
relate to,"Verb (transitive), Verb (intransitive)",เกี่ยวข้องกับ
relation,Noun,ความสัมพันธ์
relationship,Noun,ความสัมพันธ์
relative,"Adjective, Noun",ญาติ
relatively,Adverb,ค่อนข้าง
relax,"Verb (usu participle), Verb (intransitive)",ผ่อนคลาย
relaxed,Adjective,ผ่อนคลาย
relaxing,Adjective,ผ่อนคลาย
release,"Verb (transitive), Noun",ปล่อย
relevant,Adjective,ที่เกี่ยวข้อง
relief,Noun,การบรรเทา
religion,Noun,ศาสนา
religious,"Adjective, Noun",เคร่งศาสนา
rely,Verb (usu participle),พึ่งพา
rely on,Verb (usu participle),พึ่งพา
remain,Verb (usu participle),ยังคง
remaining,Adjective,ที่เหลืออยู่
remains,"Plural, Noun",ยังคงอยู่
remark,"Verb (usu participle), Verb (transitive)",หมายเหตุ
remarkable,Adjective,น่าทึ่ง
remarkably,Adverb,อย่างน่าทึ่ง
remember,"Verb (usu participle), Verb (transitive)",จดจำ
remind,"Verb (transitive), Verb (usu participle)",เตือน
remind of,"Verb (transitive), Verb (usu participle)",เตือนถึง
remote,"Adjective, Noun",ระยะไกล
removal,Noun,การกำจัด
remove,"Verb (usu participle), Verb (intransitive)",ลบ
rent,"Noun, Verb (transitive)",เช่า
